station,valid,lon,lat,tmpf, dwpf, relh, drct, sknt, p01i, alti, mslp, vsby, gust, skyc1, skyc2, skyc3, skyc4, skyl1, skyl2, skyl3, skyl4, presentwx, metar
BED,2017-11-03 13:56,-71.2890,42.4699,64.00,59.00,83.78,200.00,9.00,0.00,30.01,1017.40,10.00,M,SCT,SCT,M,M,900.00,11000.00,M,M,M,KBED 031356Z 20009KT 10SM SCT009 SCT110 18/15 A3001 RMK AO2 SLP174 T01780150
HYA,2017-11-03 13:56,-70.2800,41.6700,61.00,60.10,96.85,210.00,9.00,0.00,30.07,1018.50,0.25,M,VV ,M,M,M,200.00,M,M,M,FG,KHYA 031356Z 21009KT 1/4SM FG VV002 16/16 A3007 RMK AO2 SLP185 T01610156
MQE,2017-11-03 13:56,-71.1142,42.2121,62.10,57.00,83.36,210.00,11.00,0.00,30.03,1017.90,M,M,M,M,M,M,M,M,M,M,M,KMQE 031356Z AUTO 21011KT 17/14 A3003 RMK AO1 SLP179 T01670139
PVC,2017-11-03 13:56,-70.2200,42.0700,57.90,57.90,100.00,180.00,10.00,0.00,30.07,1018.10,0.25,15.00,M,M,M,M,M,M,M,M,-RA FG,KPVC 031356Z AUTO 18010G15KT 1/4SM -RA FG 14/14 A3007 RMK AO2 SLP181 P0000 T01440144 $
FIT,2017-11-03 14:00,-71.7558,42.5519,M,M,M,200.00,11.00,M,30.01,M,10.00,16.00,CLR,M,M,M,M,M,M,M,M,KFIT 031400Z AUTO 20011G16KT 10SM CLR A3001 RMK MADISHF
PYM,2017-11-03 14:00,-70.7288,41.9090,M,M,M,200.00,7.00,M,30.06,M,10.00,M,FEW,M,M,M,12000.00,M,M,M,M,KPYM 031400Z AUTO 20007KT 10SM FEW120 A3006 RMK MADISHF
OWD,2017-11-03 14:00,-71.1733,42.1912,M,M,M,220.00,6.00,M,30.03,M,10.00,M,BKN,M,M,M,12000.00,M,M,M,M,KOWD 031400Z AUTO 22006KT 10SM BKN120 A3003 RMK MADISHF
CQX,2017-11-03 14:00,-69.9933,41.6875,M,M,M,200.00,4.00,M,30.09,M,1.00,M,OVC,M,M,M,200.00,M,M,M,BR,KCQX 031400Z AUTO 20004KT 1SM BR OVC002 A3009 RMK MADISHF
BED,2017-11-03 14:00,-71.2890,42.4699,M,M,M,200.00,12.00,M,30.01,M,10.00,17.00,SCT,SCT,M,M,900.00,11000.00,M,M,M,KBED 031400Z AUTO 20012G17KT 10SM SCT009 SCT110 A3001 RMK MADISHF
HYA,2017-11-03 14:00,-70.2800,41.6700,M,M,M,220.00,9.00,M,30.07,M,0.24,M,VV ,M,M,M,200.00,M,M,M,FG,KHYA 031400Z AUTO 22009KT 1/4SM FG VV002 A3007 RMK MADISHF
PVC,2017-11-03 14:00,-70.2200,42.0700,M,M,M,180.00,11.00,M,30.07,M,0.25,M,M,M,M,M,M,M,M,M,-RA FG,KPVC 031400Z AUTO 18011KT 1/4SM -RA FG A3007 RMK MADISHF
ORE,2017-11-03 14:00,-72.2886,42.5701,M,M,M,180.00,11.00,M,30.01,M,10.00,M,BKN,M,M,M,1699.00,M,M,M,M,KORE 031400Z AUTO 18011KT 10SM BKN016 A3001 RMK MADISHF
ORH,2017-11-03 14:00,-71.8757,42.2673,M,M,M,M,M,M,30.04,M,10.00,M,SCT,BKN,M,M,999.00,1400.00,M,M,M,KORH 031400Z AUTO /////KT 10SM SCT009 BKN014 A3004 RMK MADISHF
EWB,2017-11-03 14:00,-70.9583,41.6764,M,M,M,190.00,8.00,M,30.06,M,10.00,M,FEW,M,M,M,12000.00,M,M,M,M,KEWB 031400Z AUTO 19008KT 10SM FEW120 A3006 RMK MADISHF
BOS,2017-11-03 14:00,-71.0097,42.3606,M,M,M,220.00,11.00,M,30.02,M,10.00,M,BKN,M,M,M,12000.00,M,M,M,M,KBOS 031400Z AUTO 22011KT 10SM BKN120 A3002 RMK MADISHF
ORH,2017-11-03 14:01,-71.8757,42.2673,62.10,57.00,83.36,210.00,12.00,0.00,30.04,M,10.00,19.00,BKN,M,M,M,1200.00,M,M,M,M,KORH 031401Z 21012G19KT 10SM BKN012 17/14 A3004 RMK AO2 T01670139
PVC,2017-11-03 14:05,-70.2200,42.0700,M,M,M,180.00,9.00,M,30.07,M,0.25,M,M,M,M,M,M,M,M,M,-RA FG,KPVC 031405Z AUTO 18009KT 1/4SM -RA FG A3007 RMK MADISHF
BED,2017-11-03 14:05,-71.2890,42.4699,M,M,M,200.00,12.00,M,30.01,M,10.00,M,SCT,SCT,M,M,900.00,11000.00,M,M,M,KBED 031405Z AUTO 20012KT 10SM SCT009 SCT110 A3001 RMK MADISHF
HYA,2017-11-03 14:05,-70.2800,41.6700,M,M,M,210.00,9.00,M,30.07,M,0.24,M,VV ,M,M,M,200.00,M,M,M,FG,KHYA 031405Z AUTO 21009KT 1/4SM FG VV002 A3007 RMK MADISHF
ORH,2017-11-03 14:05,-71.8757,42.2673,M,M,M,M,M,M,30.04,M,10.00,M,BKN,M,M,M,1200.00,M,M,M,M,KORH 031405Z AUTO /////KT 10SM BKN012 A3004 RMK MADISHF
OWD,2017-11-03 14:05,-71.1733,42.1912,M,M,M,200.00,8.00,M,30.03,M,10.00,M,SCT,M,M,M,12000.00,M,M,M,M,KOWD 031405Z AUTO 20008KT 10SM SCT120 A3003 RMK MADISHF
EWB,2017-11-03 14:05,-70.9583,41.6764,M,M,M,200.00,9.00,M,30.06,M,10.00,M,FEW,M,M,M,12000.00,M,M,M,M,KEWB 031405Z AUTO 20009KT 10SM FEW120 A3006 RMK MADISHF
FIT,2017-11-03 14:05,-71.7558,42.5519,M,M,M,200.00,11.00,M,30.01,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KFIT 031405Z AUTO 20011KT 10SM CLR A3001 RMK MADISHF
ORE,2017-11-03 14:05,-72.2886,42.5701,M,M,M,M,M,M,30.01,M,10.00,M,BKN,M,M,M,1699.00,M,M,M,M,KORE 031405Z AUTO /////KT 10SM BKN016 A3001 RMK MADISHF
CQX,2017-11-03 14:05,-69.9933,41.6875,M,M,M,210.00,6.00,M,30.09,M,0.75,M,VV ,M,M,M,200.00,M,M,M,BR,KCQX 031405Z AUTO 21006KT 1SM BR VV002 A3009 RMK MADISHF
TAN,2017-11-03 14:05,-71.0211,41.8756,M,M,M,180.00,7.00,M,30.05,M,10.00,M,SCT,M,M,M,12000.00,M,M,M,M,KTAN 031405Z AUTO 18007KT 10SM SCT120 A3005 RMK MADISHF
BOS,2017-11-03 14:05,-71.0097,42.3606,M,M,M,M,M,M,30.02,M,10.00,M,BKN,M,M,M,12000.00,M,M,M,M,KBOS 031405Z AUTO /////KT 10SM BKN120 A3002 RMK MADISHF
PYM,2017-11-03 14:05,-70.7288,41.9090,M,M,M,210.00,7.00,M,30.06,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KPYM 031405Z AUTO 21007KT 10SM CLR A3006 RMK MADISHF
TAN,2017-11-03 14:10,-71.0211,41.8756,M,M,M,190.00,8.00,M,30.04,M,10.00,M,SCT,M,M,M,12000.00,M,M,M,M,KTAN 031410Z AUTO 19008KT 10SM SCT120 A3004 RMK WND 15V22  MADISHF
PVC,2017-11-03 14:10,-70.2200,42.0700,M,M,M,180.00,12.00,M,30.06,M,0.24,M,M,M,M,M,M,M,M,M,-RA FG,KPVC 031410Z AUTO 18012KT 1/4SM -RA FG A3006 RMK MADISHF
FIT,2017-11-03 14:10,-71.7558,42.5519,M,M,M,M,M,M,30.01,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KFIT 031410Z AUTO /////KT 10SM CLR A3001 RMK MADISHF
BOS,2017-11-03 14:10,-71.0097,42.3606,M,M,M,220.00,14.00,M,30.02,M,10.00,M,SCT,M,M,M,12000.00,M,M,M,M,KBOS 031410Z AUTO 22014KT 10SM SCT120 A3002 RMK MADISHF
ORH,2017-11-03 14:10,-71.8757,42.2673,M,M,M,200.00,11.00,M,30.03,M,10.00,M,BKN,M,M,M,1200.00,M,M,M,M,KORH 031410Z AUTO 20011KT 10SM BKN012 A3003 RMK MADISHF
PYM,2017-11-03 14:10,-70.7288,41.9090,M,M,M,200.00,9.00,M,30.06,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KPYM 031410Z AUTO 20009KT 10SM CLR A3006 RMK MADISHF
ORE,2017-11-03 14:10,-72.2886,42.5701,M,M,M,200.00,11.00,M,30.00,M,10.00,M,BKN,M,M,M,1900.00,M,M,M,M,KORE 031410Z AUTO 20011KT 10SM BKN019 A3000 RMK MADISHF
CQX,2017-11-03 14:10,-69.9933,41.6875,M,M,M,220.00,5.00,M,30.09,M,0.50,M,VV ,M,M,M,200.00,M,M,M,FG,KCQX 031410Z AUTO 22005KT 1/2SM FG VV002 A3009 RMK MADISHF
HYA,2017-11-03 14:10,-70.2800,41.6700,M,M,M,210.00,11.00,M,30.06,M,0.24,M,VV ,M,M,M,200.00,M,M,M,FG,KHYA 031410Z AUTO 21011KT 1/4SM FG VV002 A3006 RMK MADISHF
EWB,2017-11-03 14:10,-70.9583,41.6764,M,M,M,200.00,9.00,M,30.05,M,10.00,M,FEW,M,M,M,12000.00,M,M,M,M,KEWB 031410Z AUTO 20009KT 10SM FEW120 A3005 RMK MADISHF
BED,2017-11-03 14:10,-71.2890,42.4699,M,M,M,200.00,13.00,M,30.00,M,10.00,M,SCT,SCT,M,M,900.00,11000.00,M,M,M,KBED 031410Z AUTO 20013KT 10SM SCT009 SCT110 A3000 RMK MADISHF
OWD,2017-11-03 14:10,-71.1733,42.1912,M,M,M,210.00,7.00,M,30.03,M,10.00,M,FEW,M,M,M,11000.00,M,M,M,M,KOWD 031410Z AUTO 21007KT 10SM FEW110 A3003 RMK MADISHF
CQX,2017-11-03 14:11,-69.9933,41.6875,59.00,59.00,100.00,220.00,5.00,0.00,30.09,M,0.50,M,VV ,M,M,M,200.00,M,M,M,FG,KCQX 031411Z AUTO 22005KT 1/2SM FG VV002 15/15 A3009 RMK AO2 T01500150
PYM,2017-11-03 14:15,-70.7288,41.9090,M,M,M,200.00,7.00,M,30.05,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KPYM 031415Z AUTO 20007KT 10SM CLR A3005 RMK MADISHF
ORE,2017-11-03 14:15,-72.2886,42.5701,M,M,M,M,M,M,30.00,M,10.00,M,BKN,M,M,M,1900.00,M,M,M,M,KORE 031415Z AUTO /////KT 10SM BKN019 A3000 RMK MADISHF
HYA,2017-11-03 14:15,-70.2800,41.6700,M,M,M,200.00,10.00,M,30.06,M,0.24,15.00,VV ,M,M,M,200.00,M,M,M,FG,KHYA 031415Z AUTO 20010G15KT 1/4SM FG VV002 A3006 RMK MADISHF
ORH,2017-11-03 14:15,-71.8757,42.2673,M,M,M,M,M,M,30.03,M,10.00,20.00,BKN,M,M,M,1200.00,M,M,M,M,KORH 031415Z AUTO /////G20KT 10SM BKN012 A3003 RMK MADISHF
OWD,2017-11-03 14:15,-71.1733,42.1912,M,M,M,200.00,8.00,M,30.02,M,10.00,M,FEW,M,M,M,11000.00,M,M,M,M,KOWD 031415Z AUTO 20008KT 10SM FEW110 A3002 RMK MADISHF
EWB,2017-11-03 14:15,-70.9583,41.6764,M,M,M,190.00,11.00,M,30.05,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KEWB 031415Z AUTO 19011KT 10SM CLR A3005 RMK MADISHF
FIT,2017-11-03 14:15,-71.7558,42.5519,M,M,M,210.00,10.00,M,30.01,M,10.00,15.00,CLR,M,M,M,M,M,M,M,M,KFIT 031415Z AUTO 21010G15KT 10SM CLR A3001 RMK MADISHF
PVC,2017-11-03 14:15,-70.2200,42.0700,M,M,M,190.00,10.00,M,30.06,M,0.25,M,M,M,M,M,M,M,M,M,-RA FG,KPVC 031415Z AUTO 19010KT 1/4SM -RA FG A3006 RMK MADISHF
BOS,2017-11-03 14:15,-71.0097,42.3606,M,M,M,M,M,M,30.02,M,10.00,M,SCT,M,M,M,12000.00,M,M,M,M,KBOS 031415Z AUTO /////KT 10SM SCT120 A3002 RMK MADISHF
GHG,2017-11-03 14:15,-70.6721,42.0982,68.00,59.00,72.92,210.00,7.00,0.00,30.03,M,10.00,17.00,CLR,M,M,M,M,M,M,M,M,KGHG 031415Z AUTO 21007G17KT 150V240 10SM CLR 20/15 A3003 RMK AO2
CQX,2017-11-03 14:15,-69.9933,41.6875,M,M,M,220.00,8.00,M,30.08,M,0.50,M,VV ,M,M,M,200.00,M,M,M,FG,KCQX 031415Z AUTO 22008KT 1/2SM FG VV002 A3008 RMK MADISHF
BED,2017-11-03 14:15,-71.2890,42.4699,M,M,M,210.00,14.00,M,30.00,M,10.00,M,SCT,SCT,M,M,900.00,11000.00,M,M,M,KBED 031415Z AUTO 21014KT 10SM SCT009 SCT110 A3000 RMK MADISHF
TAN,2017-11-03 14:15,-71.0211,41.8756,M,M,M,180.00,8.00,M,30.04,M,10.00,M,SCT,M,M,M,12000.00,M,M,M,M,KTAN 031415Z AUTO 18008KT 10SM SCT120 A3004 RMK MADISHF
FMH,2017-11-03 14:15,-70.5215,41.6585,60.80,60.80,100.00,190.00,10.00,0.00,30.08,M,6.00,M,OVC,M,M,M,300.00,M,M,M,BR,KFMH 031415Z AUTO 19010KT 6SM BR OVC003 16/16 A3008 RMK AO2
ORH,2017-11-03 14:20,-71.8757,42.2673,M,M,M,M,M,M,30.03,M,10.00,M,SCT,M,M,M,1200.00,M,M,M,M,KORH 031420Z AUTO /////KT 10SM SCT012 A3003 RMK MADISHF
OWD,2017-11-03 14:20,-71.1733,42.1912,M,M,M,210.00,9.00,M,30.02,M,10.00,M,FEW,M,M,M,11000.00,M,M,M,M,KOWD 031420Z AUTO 21009KT 10SM FEW110 A3002 RMK MADISHF
TAN,2017-11-03 14:20,-71.0211,41.8756,M,M,M,190.00,10.00,M,30.03,M,10.00,15.00,BKN,M,M,M,12000.00,M,M,M,M,KTAN 031420Z AUTO 19010G15KT 10SM BKN120 A3003 RMK WND 15V22  MADISHF
PYM,2017-11-03 14:20,-70.7288,41.9090,M,M,M,200.00,6.00,M,30.05,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KPYM 031420Z AUTO 20006KT 10SM CLR A3005 RMK MADISHF
PVC,2017-11-03 14:20,-70.2200,42.0700,M,M,M,190.00,11.00,M,30.06,M,0.25,M,M,M,M,M,M,M,M,M,-RA FG,KPVC 031420Z AUTO 19011KT 1/4SM -RA FG A3006 RMK MADISHF
HYA,2017-11-03 14:20,-70.2800,41.6700,M,M,M,210.00,12.00,M,30.06,M,0.24,M,VV ,M,M,M,200.00,M,M,M,FG,KHYA 031420Z AUTO 21012KT 1/4SM FG VV002 A3006 RMK MADISHF
BED,2017-11-03 14:20,-71.2890,42.4699,M,M,M,200.00,11.00,M,30.00,M,10.00,M,SCT,SCT,M,M,900.00,11000.00,M,M,M,KBED 031420Z AUTO 20011KT 10SM SCT009 SCT110 A3000 RMK MADISHF
CQX,2017-11-03 14:20,-69.9933,41.6875,M,M,M,220.00,7.00,M,30.08,M,0.50,M,VV ,M,M,M,200.00,M,M,M,FG,KCQX 031420Z AUTO 22007KT 1/2SM FG VV002 A3008 RMK MADISHF
ORE,2017-11-03 14:20,-72.2886,42.5701,M,M,M,M,M,M,30.00,M,10.00,M,BKN,M,M,M,1800.00,M,M,M,M,KORE 031420Z AUTO /////KT 10SM BKN018 A3000 RMK MADISHF
BOS,2017-11-03 14:20,-71.0097,42.3606,M,M,M,M,M,M,30.02,M,10.00,M,FEW,M,M,M,12000.00,M,M,M,M,KBOS 031420Z AUTO /////KT 10SM FEW120 A3002 RMK MADISHF
EWB,2017-11-03 14:20,-70.9583,41.6764,M,M,M,190.00,9.00,M,30.04,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KEWB 031420Z AUTO 19009KT 10SM CLR A3004 RMK MADISHF
ORH,2017-11-03 14:23,-71.8757,42.2673,63.00,57.00,80.76,220.00,11.00,0.00,30.03,M,10.00,20.00,SCT,M,M,M,1200.00,M,M,M,M,KORH 031423Z 22011G20KT 10SM SCT012 17/14 A3003 RMK AO2 T01720139
ORH,2017-11-03 14:25,-71.8757,42.2673,M,M,M,M,M,M,30.02,M,10.00,M,FEW,M,M,M,1200.00,M,M,M,M,KORH 031425Z AUTO /////KT 10SM FEW012 A3002 RMK MADISHF
OWD,2017-11-03 14:25,-71.1733,42.1912,M,M,M,210.00,6.00,M,30.02,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KOWD 031425Z AUTO 21006KT 10SM CLR A3002 RMK MADISHF
BED,2017-11-03 14:25,-71.2890,42.4699,M,M,M,200.00,10.00,M,30.00,M,10.00,M,SCT,SCT,M,M,900.00,11000.00,M,M,M,KBED 031425Z AUTO 20010KT 10SM SCT009 SCT110 A3000 RMK MADISHF
FIT,2017-11-03 14:25,-71.7558,42.5519,M,M,M,M,M,M,30.00,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KFIT 031425Z AUTO /////KT 10SM CLR A3000 RMK MADISHF
ORE,2017-11-03 14:25,-72.2886,42.5701,M,M,M,180.00,11.00,M,30.00,M,10.00,M,BKN,M,M,M,1800.00,M,M,M,M,KORE 031425Z AUTO 18011KT 10SM BKN018 A3000 RMK MADISHF
TAN,2017-11-03 14:25,-71.0211,41.8756,M,M,M,210.00,9.00,M,30.03,M,10.00,M,SCT,M,M,M,12000.00,M,M,M,M,KTAN 031425Z AUTO 21009KT 10SM SCT120 A3003 RMK MADISHF
HYA,2017-11-03 14:25,-70.2800,41.6700,M,M,M,190.00,6.00,M,30.05,M,0.24,M,VV ,M,M,M,200.00,M,M,M,FG,KHYA 031425Z AUTO 19006KT 1/4SM FG VV002 A3005 RMK MADISHF
BOS,2017-11-03 14:25,-71.0097,42.3606,M,M,M,M,M,M,30.01,M,10.00,M,FEW,M,M,M,11000.00,M,M,M,M,KBOS 031425Z AUTO /////KT 10SM FEW110 A3001 RMK MADISHF
CQX,2017-11-03 14:25,-69.9933,41.6875,M,M,M,220.00,7.00,M,30.08,M,0.50,M,VV ,M,M,M,200.00,M,M,M,FG,KCQX 031425Z AUTO 22007KT 1/2SM FG VV002 A3008 RMK MADISHF
PVC,2017-11-03 14:25,-70.2200,42.0700,M,M,M,190.00,10.00,M,30.06,M,0.24,M,M,M,M,M,M,M,M,M,-RA FG,KPVC 031425Z AUTO 19010KT 1/4SM -RA FG A3006 RMK MADISHF
EWB,2017-11-03 14:25,-70.9583,41.6764,M,M,M,190.00,10.00,M,30.04,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KEWB 031425Z AUTO 19010KT 10SM CLR A3004 RMK MADISHF
PVC,2017-11-03 14:30,-70.2200,42.0700,M,M,M,180.00,9.00,M,30.06,M,0.25,M,M,M,M,M,M,M,M,M,-RA FG,KPVC 031430Z AUTO 18009KT 1/4SM -RA FG A3006 RMK MADISHF
FIT,2017-11-03 14:30,-71.7558,42.5519,M,M,M,210.00,7.00,M,30.00,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KFIT 031430Z AUTO 21007KT 10SM CLR A3000 RMK WND 17V24  MADISHF
BED,2017-11-03 14:30,-71.2890,42.4699,M,M,M,210.00,11.00,M,30.00,M,10.00,M,SCT,SCT,M,M,900.00,11000.00,M,M,M,KBED 031430Z AUTO 21011KT 10SM SCT009 SCT110 A3000 RMK MADISHF
BOS,2017-11-03 14:30,-71.0097,42.3606,M,M,M,M,M,M,30.01,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KBOS 031430Z AUTO /////KT 10SM CLR A3001 RMK MADISHF
HYA,2017-11-03 14:30,-70.2800,41.6700,M,M,M,210.00,8.00,M,30.05,M,0.25,M,VV ,M,M,M,200.00,M,M,M,FG,KHYA 031430Z AUTO 21008KT 1/4SM FG VV002 A3005 RMK MADISHF
EWB,2017-11-03 14:30,-70.9583,41.6764,M,M,M,190.00,10.00,M,30.04,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KEWB 031430Z AUTO 19010KT 10SM CLR A3004 RMK MADISHF
TAN,2017-11-03 14:30,-71.0211,41.8756,M,M,M,220.00,9.00,M,30.03,M,10.00,M,SCT,M,M,M,12000.00,M,M,M,M,KTAN 031430Z AUTO 22009KT 10SM SCT120 A3003 RMK MADISHF
PYM,2017-11-03 14:30,-70.7288,41.9090,M,M,M,200.00,10.00,M,30.04,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KPYM 031430Z AUTO 20010KT 10SM CLR A3004 RMK MADISHF
OWD,2017-11-03 14:30,-71.1733,42.1912,M,M,M,210.00,9.00,M,30.02,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KOWD 031430Z AUTO 21009KT 10SM CLR A3002 RMK MADISHF
ORH,2017-11-03 14:30,-71.8757,42.2673,M,M,M,M,M,M,30.02,M,10.00,M,FEW,M,M,M,1200.00,M,M,M,M,KORH 031430Z AUTO /////KT 10SM FEW012 A3002 RMK MADISHF
OWD,2017-11-03 14:35,-71.1733,42.1912,M,M,M,210.00,10.00,M,30.01,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KOWD 031435Z AUTO 21010KT 10SM CLR A3001 RMK MADISHF
BED,2017-11-03 14:35,-71.2890,42.4699,M,M,M,190.00,12.00,M,29.99,M,10.00,M,SCT,SCT,M,M,900.00,11000.00,M,M,M,KBED 031435Z AUTO 19012KT 10SM SCT009 SCT110 A2999 RMK MADISHF
HYA,2017-11-03 14:35,-70.2800,41.6700,M,M,M,200.00,9.00,M,30.05,M,0.25,M,VV ,M,M,M,200.00,M,M,M,FG,KHYA 031435Z AUTO 20009KT 1/4SM FG VV002 A3005 RMK MADISHF
PYM,2017-11-03 14:35,-70.7288,41.9090,M,M,M,200.00,8.00,M,30.04,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KPYM 031435Z AUTO 20008KT 10SM CLR A3004 RMK MADISHF
PVC,2017-11-03 14:35,-70.2200,42.0700,M,M,M,190.00,10.00,M,30.05,M,0.25,M,M,M,M,M,M,M,M,M,-RA FG,KPVC 031435Z AUTO 19010KT 1/4SM -RA FG A3005 RMK MADISHF
BOS,2017-11-03 14:35,-71.0097,42.3606,M,M,M,M,M,M,30.01,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KBOS 031435Z AUTO /////KT 10SM CLR A3001 RMK MADISHF
EWB,2017-11-03 14:35,-70.9583,41.6764,M,M,M,200.00,10.00,M,30.04,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KEWB 031435Z AUTO 20010KT 10SM CLR A3004 RMK MADISHF
ORH,2017-11-03 14:35,-71.8757,42.2673,M,M,M,M,M,M,30.03,M,10.00,18.00,FEW,M,M,M,1200.00,M,M,M,M,KORH 031435Z AUTO /////G18KT 10SM FEW012 A3003 RMK MADISHF
FIT,2017-11-03 14:35,-71.7558,42.5519,M,M,M,210.00,9.00,M,30.00,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KFIT 031435Z AUTO 21009KT 10SM CLR A3000 RMK MADISHF
ORE,2017-11-03 14:35,-72.2886,42.5701,M,M,M,M,M,M,29.99,M,10.00,M,SCT,BKN,M,M,1900.00,8500.00,M,M,M,KORE 031435Z AUTO /////KT 10SM SCT019 BKN085 A2999 RMK MADISHF
CQX,2017-11-03 14:35,-69.9933,41.6875,M,M,M,220.00,7.00,M,30.07,M,0.50,M,VV ,M,M,M,200.00,M,M,M,FG,KCQX 031435Z AUTO 22007KT 1/2SM FG VV002 A3007 RMK WND 19V25  MADISHF
GHG,2017-11-03 14:35,-70.6721,42.0982,68.00,59.00,72.92,220.00,10.00,0.00,30.02,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KGHG 031435Z AUTO 22010KT 10SM CLR 20/15 A3002 RMK AO2
FMH,2017-11-03 14:35,-70.5215,41.6585,60.80,60.80,100.00,200.00,10.00,0.00,30.07,M,10.00,M,BKN,M,M,M,400.00,M,M,M,M,KFMH 031435Z AUTO 20010KT 10SM BKN004 16/16 A3007 RMK AO2
CQX,2017-11-03 14:40,-69.9933,41.6875,M,M,M,230.00,8.00,M,30.07,M,0.25,M,VV ,M,M,M,200.00,M,M,M,FG,KCQX 031440Z AUTO 23008KT 1/4SM FG VV002 A3007 RMK MADISHF
HYA,2017-11-03 14:40,-70.2800,41.6700,M,M,M,200.00,10.00,M,30.04,M,0.25,M,VV ,M,M,M,200.00,M,M,M,FG,KHYA 031440Z AUTO 20010KT 1/4SM FG VV002 A3004 RMK MADISHF
OWD,2017-11-03 14:40,-71.1733,42.1912,M,M,M,210.00,9.00,M,30.01,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KOWD 031440Z AUTO 21009KT 10SM CLR A3001 RMK MADISHF
BED,2017-11-03 14:40,-71.2890,42.4699,M,M,M,190.00,12.00,M,29.99,M,10.00,M,SCT,SCT,M,M,900.00,11000.00,M,M,M,KBED 031440Z AUTO 19012KT 10SM SCT009 SCT110 A2999 RMK MADISHF
PYM,2017-11-03 14:40,-70.7288,41.9090,M,M,M,190.00,8.00,M,30.04,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KPYM 031440Z AUTO 19008KT 10SM CLR A3004 RMK MADISHF
TAN,2017-11-03 14:40,-71.0211,41.8756,M,M,M,210.00,8.00,M,30.03,M,10.00,M,FEW,M,M,M,12000.00,M,M,M,M,KTAN 031440Z AUTO 21008KT 10SM FEW120 A3003 RMK MADISHF
PVC,2017-11-03 14:40,-70.2200,42.0700,M,M,M,190.00,9.00,M,30.05,M,0.25,M,M,M,M,M,M,M,M,M,-RA FG,KPVC 031440Z AUTO 19009KT 1/4SM -RA FG A3005 RMK MADISHF
ORE,2017-11-03 14:40,-72.2886,42.5701,M,M,M,M,M,M,29.99,M,10.00,M,SCT,BKN,M,M,1900.00,8500.00,M,M,M,KORE 031440Z AUTO /////KT 10SM SCT019 BKN085 A2999 RMK MADISHF
EWB,2017-11-03 14:40,-70.9583,41.6764,M,M,M,190.00,10.00,M,30.04,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KEWB 031440Z AUTO 19010KT 10SM CLR A3004 RMK MADISHF
ORH,2017-11-03 14:40,-71.8757,42.2673,M,M,M,M,M,M,30.03,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KORH 031440Z AUTO /////KT 10SM CLR A3003 RMK MADISHF
BOS,2017-11-03 14:40,-71.0097,42.3606,M,M,M,M,M,M,30.00,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KBOS 031440Z AUTO /////KT 10SM CLR A3000 RMK MADISHF
ORE,2017-11-03 14:41,-72.2886,42.5701,64.00,59.00,83.78,190.00,14.00,0.00,29.99,M,10.00,M,SCT,BKN,M,M,1900.00,8500.00,M,M,M,KORE 031441Z AUTO 19014KT 10SM SCT019 BKN085 18/15 A2999 RMK AO2 T01780150 TSNO
CQX,2017-11-03 14:42,-69.9933,41.6875,60.10,60.10,100.00,220.00,8.00,0.00,30.06,M,0.25,M,VV ,M,M,M,200.00,M,M,M,FG,KCQX 031442Z AUTO 22008KT 1/4SM FG VV002 16/16 A3006 RMK AO2 T01560156
TAN,2017-11-03 14:45,-71.0211,41.8756,M,M,M,210.00,9.00,M,30.03,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KTAN 031445Z AUTO 21009KT 10SM CLR A3003 RMK WND 17V24  MADISHF
EWB,2017-11-03 14:45,-70.9583,41.6764,M,M,M,200.00,9.00,M,30.04,M,10.00,M,FEW,FEW,M,M,1200.00,12000.00,M,M,M,KEWB 031445Z AUTO 20009KT 10SM FEW012 FEW120 A3004 RMK MADISHF
ORH,2017-11-03 14:45,-71.8757,42.2673,M,M,M,M,M,M,30.02,M,10.00,M,FEW,M,M,M,1699.00,M,M,M,M,KORH 031445Z AUTO /////KT 10SM FEW016 A3002 RMK MADISHF
